date	cases	casesCumulative	casesSevenDays	incidenceSevenDays
2021-12-11	6496254	51129	353394	418.9
2021-12-12	6530873	34619	345531	409.6
2021-12-13	6546404	15531	337997	400.7
2021-12-14	6577993	31589	327078	387.7
2021-12-15	6638202	60209	317948	376.9
2021-12-16	6690626	52424	303169	359.4
2021-12-17	6737883	47257	292758	347
2021-12-18	6779149	41266	282895	335.3
2021-12-19	6807670	28521	276797	328.1
2021-12-20	6819897	12227	273493	324.2
2021-12-21	6846857	26960	268864	318.7
2021-12-22	6895107	48250	256905	304.5
2021-12-23	6936021	40914	245395	290.9
2021-12-24	6970998	34977	233115	276.3
2021-12-25	6992892	21894	213743	253.4
2021-12-26	7003315	10423	195645	231.9
2021-12-27	7013722	10407	193825	229.8
2021-12-28	7038202	24480	191345	226.8
2021-12-29	7081545	43343	186438	221
2021-12-30	7123196	41651	187175	221.9
2021-12-31	7164657	41461	193659	229.6
2022-01-01	7193619	28962	200727	237.9
2022-01-02	7207845	14226	204530	242.5
2022-01-03	7222422	14577	208700	247.4
2022-01-04	7258372	35950	220170	261
2022-01-05	7322896	64524	241351	286.1
2022-01-06	7387383	64487	264187	313.2
2022-01-07	7443668	56285	279011	330.7
2022-01-08	7499549	55881	305930	362.7
2022-01-09	7536593	37044	328748	389.7
2022-01-10	7560337	23744	337915	400.6
2022-01-11	7614057	53720	355685	421.6
2022-01-12	7700171	86114	377275	447.2
2022-01-13	7788587	88416	401204	475.6
2022-01-14	7872660	84073	428992	508.5
2022-01-15	7953409	80749	453860	538
2022-01-16	8010759	57350	474166	562.1
2022-01-17	8046366	35607	486029	576.1
2022-01-18	8129082	82716	515025	610.5
2022-01-19	8255832	126750	555661	658.7
2022-01-20	8396011	140179	607424	720
2022-01-21	8540620	144609	667960	791.8
2022-01-22	8684786	144166	731377	867
2022-01-23	8781126	96340	770367	913.2
2022-01-24	8843106	61980	796740	944.5
2022-01-25	8982496	139390	853414	1011.6
2022-01-26	9176007	193511	920175	1090.8
2022-01-27	9370918	194911	974907	1155.7
2022-01-28	9570248	199330	1029628	1220.5
2022-01-29	9758305	188057	1073519	1272.6
2022-01-30	9883254	124949	1102128	1306.5
2022-01-31	9958140	74886	1115034	1321.8
2022-02-01	10117564	159424	1135068	1345.5
2022-02-02	10348508	230944	1172501	1389.9
2022-02-03	10588037	239529	1217119	1442.8
2022-02-04	10825149	237112	1254901	1487.6
2022-02-05	11034962	209813	1276657	1513.4
2022-02-06	11168299	133337	1285045	1523.3
2022-02-07	11251212	82913	1293072	1532.8
2022-02-08	11429573	178361	1312009	1555.3
2022-02-09	11680617	251044	1332109	1579.1
2022-02-10	11928097	247480	1340060	1588.5
2022-02-11	12158215	230118	1333066	1580.2
2022-02-12	12364870	206655	1329908	1576.5
2022-02-13	12487406	122536	1319107	1563.7
2022-02-14	12561687	74281	1310475	1553.5
2022-02-15	12720538	158851	1290965	1530.3
2022-02-16	12949516	228978	1268899	1504.2
2022-02-17	13179709	230193	1251612	1483.7
2022-02-18	13393016	213307	1234801	1463.7
2022-02-19	13572023	179007	1207153	1431
2022-02-20	13691926	119903	1204520	1427.9
2022-02-21	13756193	64267	1194506	1416
2022-02-22	13895923	139730	1175385	1393.3
2022-02-23	14114724	218801	1165208	1381.3
2022-02-24	14323032	208308	1143323	1355.3
2022-02-25	14513074	190042	1120058	1327.7
2022-02-26	14684905	171831	1112882	1319.2
2022-02-27	14793743	108838	1101817	1306.1
2022-02-28	14849297	55554	1093104	1295.8
2022-03-01	14978000	128703	1082077	1282.7
2022-03-02	15171928	193928	1057204	1253.2
2022-03-03	15377472	205544	1054440	1249.9
2022-03-04	15590250	212778	1077176	1276.9
2022-03-05	15780408	190158	1095503	1298.6
2022-03-06	15902908	122500	1109165	1314.8
2022-03-07	15982812	79904	1133515	1343.7
2022-03-08	16148791	165979	1170791	1387.9
2022-03-09	16396713	247922	1224785	1451.9
2022-03-10	16658371	261658	1280899	1518.4
2022-03-11	16912854	254483	1322604	1567.8
2022-03-12	17151636	238782	1371228	1625.5
2022-03-13	17307678	156042	1404770	1665.2
2022-03-14	17396762	89084	1413950	1676.1
2022-03-15	17604757	207995	1455966	1725.9
2022-03-16	17889924	285167	1493211	1770.1
2022-03-17	18197299	307375	1538928	1824.3
2022-03-18	18492168	294869	1579314	1872.1
2022-03-19	18746955	254787	1595319	1891.1
2022-03-20	18890242	143287	1582564	1876
2022-03-21	18979605	89363	1582843	1876.3
2022-03-22	19217320	237715	1612563	1911.6
2022-03-23	19522213	304893	1632289	1934.9
2022-03-24	19830051	307838	1632752	1935.5
2022-03-25	20116187	286136	1624019	1925.1
2022-03-26	20360387	244200	1613432	1912.6
2022-03-27	20498732	138345	1608490	1906.7
2022-03-28	20568463	69731	1588858	1883.5
2022-03-29	20775386	206923	1558066	1847
2022-03-30	21049751	274365	1527538	1810.8
2022-03-31	21309663	259912	1479612	1754
2022-04-01	21541675	232012	1425488	1689.8
2022-04-02	21723732	182057	1363345	1616.1
2022-04-03	21816862	93130	1318130	1562.5
2022-04-04	21863450	46588	1294987	1535.1
2022-04-05	22018768	155318	1243382	1473.9
2022-04-06	22229585	210817	1179834	1398.6
2022-04-07	22418497	188912	1108834	1314.4
2022-04-08	22586181	167684	1044506	1238.2
2022-04-09	22729042	142861	1005310	1191.7
2022-04-10	22805158	76116	988296	1171.5
2022-04-11	22847890	42732	984440	1167
2022-04-12	22988227	140337	969459	1149.2
2022-04-13	23170390	182163	940805	1115.2
2022-04-14	23329282	158892	910785	1079.7
2022-04-15	23479848	150566	893667	1059.4
2022-04-16	23540798	60950	811756	962.3
2022-04-17	23592806	52008	787648	933.7
2022-04-18	23627048	34242	779158	923.6
2022-04-19	23663998	36950	675771	801.1
2022-04-20	23822680	158682	652290	773.2
2022-04-21	24002119	179439	672837	797.6
2022-04-22	24157850	155731	678002	803.7
2022-04-23	24277299	119449	736501	873.1
2022-04-24	24331743	54444	738937	875.9
2022-04-25	24358739	26996	731691	867.4
2022-04-26	24477641	118902	813643	964.5
2022-04-27	24616956	139315	794276	941.5
2022-04-28	24732399	115443	730280	865.7
2022-04-29	24827094	94695	669244	793.3
2022-04-30	24905334	78240	628035	744.5
2022-05-01	24939380	34046	607637	720.3
2022-05-02	24955245	15865	596506	707.1
2022-05-03	25041822	86577	564181	668.8
2022-05-04	25148279	106457	531323	629.8
2022-05-05	25238180	89901	505781	599.6
2022-05-06	25318540	80360	491446	582.6
2022-05-07	25385700	67160	480366	569.4
2022-05-08	25412688	26988	473308	561.1
2022-05-09	25426044	13356	470799	558.1
2022-05-10	25510848	84804	469026	556
2022-05-11	25605615	94767	457336	542.1
2022-05-12	25682726	77111	444546	527
2022-05-13	25747689	64963	429149	508.7
2022-05-14	25804575	56886	418875	496.5
2022-05-15	25824685	20110	411997	488.4
2022-05-16	25834332	9647	408288	484
2022-05-17	25899964	65632	389116	461.3
2022-05-18	25968026	68062	362411	429.6
2022-05-19	26021812	53786	339086	402
2022-05-20	26066061	44249	318372	377.4
2022-05-21	26106016	39955	301441	357.3
2022-05-22	26119828	13812	295143	349.9
2022-05-23	26126761	6933	292429	346.6
2022-05-24	26173828	47067	273864	324.6
2022-05-25	26220491	46663	252465	299.3
2022-05-26	26255867	35376	234055	277.5
2022-05-27	26264202	8335	198141	234.9
2022-05-28	26296798	32596	190782	226.2
2022-05-29	26307421	10623	187593	222.4
2022-05-30	26313894	6473	187133	221.8
2022-05-31	26360782	46888	186954	221.6
2022-06-01	26412303	51521	191812	227.4
2022-06-02	26457250	44947	201383	238.7
2022-06-03	26499655	42405	235453	279.1
2022-06-04	26539086	39431	242288	287.2
2022-06-05	26551862	12776	244441	289.8
2022-06-06	26558984	7122	245090	290.5
2022-06-07	26568372	9388	207590	246.1
2022-06-08	26639677	71305	227374	269.5
2022-06-09	26721765	82088	264515	313.6
2022-06-10	26793037	71272	293382	347.8
2022-06-11	26858317	65280	319231	378.4
2022-06-12	26878080	19763	326218	386.7
2022-06-13	26890400	12320	331416	392.9
2022-06-14	26977434	87034	409062	484.9
2022-06-15	27071001	93567	431324	511.3
2022-06-16	27152874	81873	431109	511
2022-06-17	27190156	37282	397119	470.7
2022-06-18	27267699	77543	409382	485.3
2022-06-19	27290849	23150	412769	489.3
2022-06-20	27304145	13296	413745	490.5
2022-06-21	27409691	105546	432257	512.4
2022-06-22	27534251	124560	463250	549.1
2022-06-23	27647766	113515	494892	586.7
2022-06-24	27749121	101355	558965	662.6
2022-06-25	27836307	87186	568608	674
2022-06-26	27863516	27209	572667	678.8
2022-06-27	27878312	14796	574167	680.6
2022-06-28	27995210	116898	585519	694.1
2022-06-29	28133280	138070	599029	710.1
2022-06-30	28258393	125113	610627	723.8
2022-07-01	28368650	110257	619529	734.4
2022-07-02	28463505	94855	627198	743.5
2022-07-03	28487415	23910	623899	739.6
2022-07-04	28500999	13584	622687	738.1
2022-07-05	28621767	120768	626557	742.7
2022-07-06	28758343	136576	625063	741
2022-07-07	28885772	127429	627379	743.7
2022-07-08	28996628	110856	627978	744.4
2022-07-09	29092219	95591	628714	745.3
2022-07-10	29115855	23636	628440	745
2022-07-11	29130223	14368	629224	745.9
2022-07-12	29261175	130952	639408	758
2022-07-13	29405760	144585	647417	767.5
2022-07-14	29541337	135577	655565	777.1
2022-07-15	29658252	116915	661624	784.3
2022-07-16	29766868	108616	674649	799.7
2022-07-17	29792185	25317	676330	801.7
2022-07-18	29805318	13133	675095	800.3
2022-07-19	29939665	134347	678490	804.3
2022-07-20	30083009	143344	677249	802.8
2022-07-21	30205098	122089	663761	786.8
2022-07-22	30308760	103662	650508	771.1
2022-07-23	30398245	89485	631377	748.4
2022-07-24	30420504	22259	628319	744.8
2022-07-25	30432471	11967	627153	743.4
2022-07-26	30552688	120217	613023	726.7
2022-07-27	30670776	118088	587767	696.7
2022-07-28	30766890	96114	561792	666
2022-07-29	30842342	75452	533582	632.5
2022-07-30	30904460	62118	506215	600.1
2022-07-31	30920181	15721	499677	592.3
2022-08-01	30928214	8033	495743	587.7
2022-08-02	31012304	84090	459616	544.8
2022-08-03	31096662	84358	425886	504.9
2022-08-04	31165545	68883	398655	472.6
2022-08-05	31221781	56236	379439	449.8
2022-08-06	31270466	48685	366006	433.9
2022-08-07	31283926	13460	363745	431.2
2022-08-08	31291138	7212	362924	430.2
2022-08-09	31357303	66165	344999	409
2022-08-10	31424807	67504	328145	389
2022-08-11	31480750	55943	315205	373.6
2022-08-12	31528151	47401	306370	363.2
2022-08-13	31571701	43550	301235	357.1
2022-08-14	31582889	11188	298963	354.4
2022-08-15	31589433	6544	298295	353.6
2022-08-16	31643874	54441	286571	339.7
2022-08-17	31706974	63100	282167	334.5
2022-08-18	31759369	52395	278619	330.3
2022-08-19	31802276	42907	274125	325
2022-08-20	31837947	35671	266246	315.6
2022-08-21	31847674	9727	264785	313.9
2022-08-22	31852780	5106	263347	312.2
2022-08-23	31903223	50443	259349	307.4
2022-08-24	31955304	52081	248330	294.4
2022-08-25	31999458	44154	240089	284.6
2022-08-26	32035329	35871	233053	276.3
2022-08-27	32067716	32387	229769	272.4
2022-08-28	32075853	8137	228179	270.5
2022-08-29	32080749	4896	227969	270.2
2022-08-30	32126902	46153	223679	265.2
2022-08-31	32174401	47499	219097	259.7
2022-09-01	32211279	36878	211821	251.1
2022-09-02	32241705	30426	206376	244.6
2022-09-03	32270440	28735	202724	240.3
2022-09-04	32278358	7918	202505	240.1
2022-09-05	32282524	4166	201775	239.2
2022-09-06	32325414	42890	198512	235.3
2022-09-07	32371320	45906	196919	233.4
2022-09-08	32410745	39425	199466	236.4
2022-09-09	32444409	33664	202704	240.3
2022-09-10	32474708	30299	204268	242.1
2022-09-11	32482253	7545	203895	241.7
2022-09-12	32486608	4355	204084	241.9
2022-09-13	32533759	47151	208345	247
2022-09-14	32585357	51598	214037	253.7
2022-09-15	32628221	42864	217476	257.8
2022-09-16	32667536	39315	223127	264.5
2022-09-17	32702495	34959	227787	270
2022-09-18	32710612	8117	228359	270.7
2022-09-19	32715526	4914	228918	271.4
2022-09-20	32770422	54896	236663	280.5
2022-09-21	32828751	58329	243394	288.5
2022-09-22	32882564	53813	254343	301.5
2022-09-23	32932023	49459	264487	313.5
2022-09-24	32980160	48137	277665	329.1
2022-09-25	32993814	13654	283202	335.7
2022-09-26	33002106	8292	286580	339.7
2022-09-27	33083380	81274	312958	371
2022-09-28	33183595	100215	354844	420.6
2022-09-29	33276010	92415	393446	466.4
2022-09-30	33354483	78473	422460	500.8
2022-10-01	33428702	74219	448542	531.7
2022-10-02	33449668	20966	455854	540.4
2022-10-03	33461177	11509	459071	544.2
2022-10-04	33475773	14596	392393	465.1
2022-10-05	33602992	127219	419397	497.2
2022-10-06	33753337	150345	477327	565.8
2022-10-07	33896086	142749	541603	642
2022-10-08	34011646	115560	582944	691
2022-10-09	34038299	26653	588631	697.8
2022-10-10	34055309	17010	594132	704.3
2022-10-11	34199990	144681	724217	858.5
2022-10-12	34343527	143537	740535	877.8
2022-10-13	34467947	124420	714610	847.1
2022-10-14	34574172	106225	678086	803.8
2022-10-15	34665343	91171	653697	774.9
2022-10-16	34687626	22283	649327	769.7
2022-10-17	34700938	13312	645629	765.3
2022-10-18	34828036	127098	628046	744.5
2022-10-19	34956846	128810	613319	727
2022-10-20	35063578	106732	595631	706.1
2022-10-21	35148367	84789	574195	680.7
2022-10-22	35218685	70318	553342	655.9
2022-10-23	35235685	17000	548059	649.7
2022-10-24	35246268	10583	545330	646.4
2022-10-25	35338731	92463	510695	605.4
2022-10-26	35430048	91317	473202	560.9
2022-10-27	35499877	69829	436299	517.2
2022-10-28	35556059	56182	407692	483.3
2022-10-29	35601869	45810	383184	454.2
2022-10-30	35612492	10623	376807	446.7
2022-10-31	35620219	7727	373951	443.3
2022-11-01	35661877	41658	323146	383.1
2022-11-02	35699897	38020	269849	319.9
2022-11-03	35764200	64303	264323	313.3
2022-11-04	35813046	48846	256987	304.6
2022-11-05	35850678	37632	248809	294.9
2022-11-06	35859075	8397	246583	292.3
2022-11-07	35863811	4736	243592	288.8
2022-11-08	35914325	50514	252448	299.3
2022-11-09	35960023	45698	260126	308.4
2022-11-10	35996938	36915	232738	275.9
2022-11-11	36027983	31045	214937	254.8
2022-11-12	36055269	27286	204591	242.5
2022-11-13	36061408	6139	202333	239.8
2022-11-14	36065825	4417	202014	239.5
2022-11-15	36104786	38961	190461	225.8
2022-11-16	36142756	37970	182733	216.6
2022-11-17	36173155	30399	176217	208.9
2022-11-18	36200114	26959	172131	204
2022-11-19	36225886	25772	170617	202.3
2022-11-20	36231947	6061	170539	202.2
2022-11-21	36235489	3542	169664	201.1
2022-11-22	36272012	36523	167226	198.2
2022-11-23	36309967	37955	167211	198.2
2022-11-24	36341790	31823	168635	199.9
2022-11-25	36369767	27977	169653	201.1
2022-11-26	36395947	26180	170061	201.6
2022-11-27	36402391	6444	170444	202
2022-11-28	36406074	3683	170585	202.2
2022-11-29	36445511	39437	173499	205.7
2022-11-30	36488037	42526	178070	211.1
2022-12-01	36522878	34841	181088	214.7
2022-12-02	36552643	29765	182876	216.8
2022-12-03	36580343	27700	184396	218.6
2022-12-04	36586941	6598	184550	218.8
2022-12-05	36590907	3966	184833	219.1
2022-12-06	36630540	39633	185029	219.3
2022-12-07	36676323	45783	188286	223.2
2022-12-08	36714149	37826	191271	226.7
2022-12-09	36747434	33285	194791	230.9
2022-12-10	36777732	30298	197389	234
2022-12-11	36786167	8435	199226	236.2
2022-12-12	36790435	4268	199528	236.5
2022-12-13	36836513	46078	205973	244.2
2022-12-14	36885297	48784	208974	247.7
2022-12-15	36930273	44976	216124	256.2
2022-12-16	36968175	37902	220741	261.7
2022-12-17	37000453	32278	222721	264
2022-12-18	37008662	8209	222495	263.7
2022-12-19	37013416	4754	222981	264.3
2022-12-20	37062536	49120	226023	267.9
2022-12-21	37113015	50479	227718	269.9
2022-12-22	37158072	45057	227799	270
2022-12-23	37198198	40126	230023	272.7
2022-12-24	37232828	34630	232375	275.5
2022-12-25	37240696	7868	232034	275.1
2022-12-26	37245043	4347	231627	274.6
2022-12-27	37249725	4682	187189	221.9
2022-12-28	37296483	46758	183468	217.5
2022-12-29	37336274	39791	178202	211.2
2022-12-30	37366220	29946	168022	199.2
2022-12-31	37389188	22968	156360	185.4
2023-01-01	37394065	4877	153369	181.8
2023-01-02	37396595	2530	151552	179.7
2023-01-03	37431569	34974	181844	215.6
2023-01-04	37464866	33297	168383	199.6
2023-01-05	37489575	24709	153301	181.7
2023-01-06	37509594	20019	143374	170
2023-01-07	37522138	12544	132950	157.6
2023-01-08	37525193	3055	131128	155.4
2023-01-09	37526898	1705	130303	154.5
2023-01-10	37552611	25713	121042	143.5
2023-01-11	37574474	21863	109608	129.9
2023-01-12	37590835	16361	101260	120
2023-01-13	37602657	11822	93063	110.3
2023-01-14	37612374	9717	90236	107
2023-01-15	37614657	2283	89464	106.1
2023-01-16	37615972	1315	89074	105.6
2023-01-17	37631374	15402	78763	93.4
2023-01-18	37645783	14409	71309	84.5
2023-01-19	37657036	11253	66201	78.5
2023-01-20	37666795	9759	64138	76
2023-01-21	37675511	8716	63137	74.8
2023-01-22	37677550	2039	62893	74.6
2023-01-23	37678843	1293	62871	74.5
2023-01-24	37693885	15042	62511	74.1
2023-01-25	37710447	16562	64664	76.7
2023-01-26	37724345	13898	67309	79.8
2023-01-27	37737124	12779	70329	83.4
2023-01-28	37748241	11117	72730	86.2
2023-01-29	37750526	2285	72976	86.5
2023-01-30	37752133	1607	73290	86.9
2023-01-31	37770393	18260	76508	90.7
2023-02-01	37790744	20351	80297	95.2
2023-02-02	37806797	16053	82452	97.7
2023-02-03	37820153	13356	83029	98.4
2023-02-04	37832521	12368	84280	99.9
2023-02-05	37834882	2361	84356	100
2023-02-06	37836373	1491	84240	99.9
2023-02-07	37855252	18879	84859	100.6
2023-02-08	37874963	19711	84219	99.8
2023-02-09	37891247	16284	84450	100.1
2023-02-10	37905217	13970	85064	100.8
2023-02-11	37918651	13434	86130	102.1
2023-02-12	37921250	2599	86368	102.4
2023-02-13	37922970	1720	86597	102.7
2023-02-14	37944243	21273	88991	105.5
2023-02-15	37965847	21604	90884	107.7
2023-02-16	37984675	18828	93428	110.8
2023-02-17	38001577	16902	96360	114.2
2023-02-18	38015906	14329	97255	115.3
2023-02-19	38018866	2960	97616	115.7
2023-02-20	38020823	1957	97853	116
2023-02-21	38039706	18883	95463	113.2
2023-02-22	38062952	23246	97105	115.1
2023-02-23	38086089	23137	101414	120.2
2023-02-24	38108451	22362	106874	126.7
2023-02-25	38127833	19382	111927	132.7
2023-02-26	38132149	4316	113283	134.3
2023-02-27	38134261	2112	113438	134.5
2023-02-28	38160926	26665	121220	143.7
2023-03-01	38185191	24265	122239	144.9
2023-03-02	38202229	17038	116140	137.7
2023-03-03	38211412	9183	102961	122.1
2023-03-04	38218793	7381	90960	107.8
2023-03-05	38219919	1126	87770	104
2023-03-06	38220601	682	86340	102.3
2023-03-07	38230410	9809	69484	82.4
2023-03-08	38240383	9973	55192	65.4
2023-03-09	38248652	8269	46423	55
2023-03-10	38256034	7382	44622	52.9
2023-03-11	38262536	6502	43743	51.9
2023-03-12	38263715	1179	43796	51.9
2023-03-13	38264361	646	43760	51.9
2023-03-14	38274165	9804	43755	51.9
2023-03-15	38283360	9195	42977	50.9
2023-03-16	38290966	7606	42314	50.2
2023-03-17	38297457	6491	41423	49.1
2023-03-18	38302892	5435	40356	47.8
2023-03-19	38304013	1121	40298	47.8
2023-03-20	38304664	651	40303	47.8
2023-03-21	38313332	8668	39167	46.4
2023-03-22	38320541	7209	37181	44.1
2023-03-23	38326724	6183	35758	42.4
2023-03-24	38331867	5143	34410	40.8
2023-03-25	38336137	4270	33245	39.4
2023-03-26	38336776	639	32763	38.8
2023-03-27	38337289	513	32625	38.7
2023-03-28	38343671	6382	30339	36
2023-03-29	38348559	4888	28018	33.2
2023-03-30	38352643	4084	25919	30.7
2023-03-31	38356174	3531	24307	28.8
2023-04-01	38359069	2895	22932	27.2
2023-04-02	38359599	530	22823	27.1
2023-04-03	38359944	345	22655	26.9
2023-04-04	38364540	4596	20869	24.7
2023-04-05	38368308	3768	19749	23.4
2023-04-06	38371296	2988	18653	22.1
2023-04-07	38373720	2424	17546	20.8
2023-04-08	38374006	286	14937	17.7
2023-04-09	38374340	334	14741	17.5
2023-04-10	38374614	274	14670	17.4
2023-04-11	38374887	273	10347	12.3
2023-04-12	38379638	4751	11330	13.4
2023-04-13	38382480	2842	11184	13.3
2023-04-14	38385116	2636	11396	13.5
2023-04-15	38387119	2003	13113	15.5
2023-04-16	38387439	320	13099	15.5
2023-04-17	38387652	213	13038	15.5
2023-04-18	38390766	3114	15879	18.8
2023-04-19	38393355	2589	13717	16.3
2023-04-20	38395434	2079	12954	15.4
2023-04-21	38397237	1803	12121	14.4
2023-04-22	38398691	1454	11572	13.7
2023-04-23	38398939	248	11500	13.6
2023-04-24	38399123	184	11471	13.6
2023-04-25	38401651	2528	10885	12.9
2023-04-26	38403710	2059	10355	12.3
2023-04-27	38405397	1687	9963	11.8
2023-04-28	38406790	1393	9553	11.3
2023-04-29	38407973	1183	9282	11
2023-04-30	38408175	202	9236	10.9
2023-05-01	38408323	148	9200	10.9
2023-05-02	38408509	186	6858	8.1
2023-05-03	38411010	2501	7300	8.7
2023-05-04	38412708	1698	7311	8.7
2023-05-05	38414201	1493	7411	8.8
2023-05-06	38415409	1208	7436	8.8
2023-05-07	38415569	160	7394	8.8
2023-05-08	38415685	116	7362	8.7
2023-05-09	38417559	1874	9050	10.7
2023-05-10	38419073	1514	8063	9.6
2023-05-11	38420248	1175	7540	8.9
2023-05-12	38421312	1064	7111	8.4
2023-05-13	38422157	845	6748	8
2023-05-14	38422302	145	6733	8
2023-05-15	38422396	94	6711	8
2023-05-16	38423810	1414	6251	7.4
2023-05-17	38424853	1043	5780	6.9
2023-05-18	38425795	942	5547	6.6
2023-05-19	38425882	87	4570	5.4
2023-05-20	38426562	680	4405	5.2
2023-05-21	38426682	120	4380	5.2
2023-05-22	38426758	76	4362	5.2
2023-05-23	38428073	1315	4263	5.1
2023-05-24	38429018	945	4165	4.9
2023-05-25	38429801	783	4006	4.7
2023-05-26	38430408	607	4526	5.4
2023-05-27	38430924	516	4362	5.2
2023-05-28	38430985	61	4303	5.1
2023-05-29	38431027	42	4269	5.1
2023-05-30	38431087	60	3014	3.6
2023-05-31	38432059	972	3041	3.6
2023-06-01	38432723	664	2922	3.5
2023-06-02	38433305	582	2897	3.4
2023-06-03	38433723	418	2799	3.3
2023-06-04	38433772	49	2787	3.3
2023-06-05	38433804	32	2777	3.3
2023-06-06	38434554	750	3467	4.1
2023-06-07	38435050	496	2991	3.5
2023-06-08	38435507	457	2784	3.3
2023-06-09	38435695	188	2390	2.8
2023-06-10	38436105	410	2382	2.8
2023-06-11	38436144	39	2372	2.8
2023-06-12	38436193	49	2389	2.8
2023-06-13	38436805	612	2251	2.7
2023-06-14	38437255	450	2205	2.6
2023-06-15	38437612	357	2105	2.5
2023-06-16	38437931	319	2236	2.7
2023-06-17	38438174	243	2069	2.5
2023-06-18	38438199	25	2055	2.4
2023-06-19	38438215	16	2022	2.4
2023-06-20	38438698	483	1893	2.2
2023-06-21	38439025	327	1770	2.1
2023-06-22	38439285	260	1673	2
2023-06-23	38439542	257	1611	1.9
2023-06-24	38439710	168	1536	1.8
2023-06-25	38439732	22	1533	1.8
2023-06-26	38439751	19	1536	1.8
2023-06-27	38440036	285	1338	1.6
2023-06-28	38440262	226	1237	1.5
2023-06-29	38440485	223	1200	1.4
2023-06-30	38440664	179	1122	1.3
2023-07-01	38440843	179	1133	1.3
2023-07-02	38440865	22	1133	1.3
2023-07-03	38440874	9	1123	1.3
2023-07-04	38441163	289	1127	1.3
2023-07-05	38441376	213	1114	1.3
2023-07-06	38441569	193	1084	1.3
2023-07-07	38441736	167	1072	1.3
2023-07-08	38441883	147	1040	1.2
2023-07-09	38441902	19	1037	1.2
2023-07-10	38441909	7	1035	1.2
2023-07-11	38442207	298	1044	1.2
2023-07-12	38442462	255	1086	1.3
2023-07-13	38442688	226	1119	1.3
2023-07-14	38442921	233	1185	1.4
2023-07-15	38443123	202	1240	1.5
2023-07-16	38443150	27	1248	1.5
2023-07-17	38443160	10	1251	1.5
2023-07-18	38443477	317	1270	1.5
2023-07-19	38443696	219	1234	1.5
2023-07-20	38443946	250	1258	1.5
2023-07-21	38444180	234	1259	1.5
2023-07-22	38444385	205	1262	1.5
2023-07-23	38444413	28	1263	1.5
2023-07-24	38444431	18	1271	1.5
2023-07-25	38444818	387	1341	1.6
2023-07-26	38445148	330	1452	1.7
2023-07-27	38445516	368	1570	1.9
2023-07-28	38445936	420	1756	2.1
2023-07-29	38446200	264	1815	2.2
2023-07-30	38446238	38	1825	2.2
2023-07-31	38446272	34	1841	2.2
2023-08-01	38446783	511	1965	2.3
2023-08-02	38447220	437	2072	2.5
2023-08-03	38447612	392	2096	2.5
2023-08-04	38447934	322	1998	2.4
2023-08-05	38448253	319	2053	2.4
2023-08-06	38448299	46	2061	2.4
2023-08-07	38448339	40	2067	2.5
2023-08-08	38448921	582	2138	2.5
2023-08-09	38449447	526	2227	2.6
2023-08-10	38449887	440	2275	2.7
2023-08-11	38450394	507	2460	2.9
2023-08-12	38450821	427	2568	3
2023-08-13	38450899	78	2600	3.1
2023-08-14	38450943	44	2604	3.1
2023-08-15	38451912	969	2991	3.5
2023-08-16	38452676	764	3229	3.8
2023-08-17	38453510	834	3623	4.3
2023-08-18	38454354	844	3960	4.7
2023-08-19	38455081	727	4260	5
2023-08-20	38455185	104	4286	5.1
2023-08-21	38455243	58	4300	5.1
2023-08-22	38456461	1218	4549	5.4
2023-08-23	38457571	1110	4895	5.8
2023-08-24	38458468	897	4958	5.9
2023-08-25	38459355	887	5001	5.9
2023-08-26	38460121	766	5040	6
2023-08-27	38460262	141	5077	6
2023-08-28	38460307	45	5064	6
2023-08-29	38461617	1310	5156	6.1
2023-08-30	38462688	1071	5117	6.1
2023-08-31	38463758	1070	5290	6.3
2023-09-01	38464742	984	5387	6.4
2023-09-02	38465545	803	5424	6.4
2023-09-03	38465656	111	5394	6.4
2023-09-04	38465735	79	5428	6.4
2023-09-05	38467198	1463	5581	6.6
2023-09-06	38468768	1570	6080	7.2
2023-09-07	38470137	1369	6379	7.6
2023-09-08	38471561	1424	6819	8.1
2023-09-09	38472746	1185	7201	8.5
2023-09-10	38472905	159	7249	8.6
2023-09-11	38472991	86	7256	8.6
2023-09-12	38475103	2112	7905	9.4
2023-09-13	38476848	1745	8080	9.6
2023-09-14	38478461	1613	8324	9.9
2023-09-15	38479842	1381	8281	9.8
2023-09-16	38480957	1115	8211	9.7
2023-09-17	38481155	198	8250	9.8
2023-09-18	38481238	83	8247	9.8
2023-09-19	38483378	2140	8275	9.8
2023-09-20	38485058	1680	8210	9.7
2023-09-21	38486652	1594	8191	9.7
2023-09-22	38488180	1528	8338	9.9
2023-09-23	38489322	1142	8365	9.9
2023-09-24	38489473	151	8318	9.9
2023-09-25	38489541	68	8303	9.8
2023-09-26	38491637	2096	8259	9.8
2023-09-27	38493429	1792	8371	9.9
2023-09-28	38495035	1606	8383	9.9
2023-09-29	38496693	1658	8513	10.1
2023-09-30	38498176	1483	8854	10.5
2023-10-01	38498414	238	8941	10.6
2023-10-02	38498523	109	8982	10.6
2023-10-03	38500841	2318	9204	10.9
2023-10-04	38501065	224	7636	9.1
2023-10-05	38503689	2624	8654	10.3
2023-10-06	38506110	2421	9417	11.2
2023-10-07	38508151	2041	9975	11.8
2023-10-08	38508385	234	9971	11.8
2023-10-09	38508541	156	10018	11.9
2023-10-10	38511722	3181	10881	12.9
